,Source language,Translation 1,Translation 2,Translation 3,Translation 4,Translation 5
2862,"/ x / y ( Cube ( x ) & Small ( x ) & Cube ( y ) & Large ( y ) & FrontOf ( y , x ) )","there is an element x such that there is an element y such that x is a cube , x is small , y is a cube , y is large and y is in front of x",0,0,0,0
2863,"/ x / y ( Cube ( x ) & Cube ( y ) & FrontOf ( x , y ) & Large ( x ) & Small ( y ) )","there is an element x such that there is an element y such that x is a cube , y is a cube , x is in front of y , x is large and y is small",0,0,0,0
2864,"@ x ( / y / z ( Cube ( y ) & BackOf ( y , x ) & Cube ( z ) & FrontOf ( z , x ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , y is in back of x , z is a cube and z is in front of x , then x is not large",0,0,0,0
2865,"@ x ( / y ( Cube ( y ) & Large ( y ) & LeftOf ( y , x ) ) $ Small ( x ) )","for all x , if there is an element y such that y is a cube , y is large and y is to the left of x , then x is small",0,0,0,0
2866,"@ x @ y ( ( Tet ( y ) & Cube ( x ) ) $ LeftOf ( x , y ) )","for all x , for all y , if y is a tetrahedron and x is a cube , then x is to the left of y",0,0,0,0
2867,"/ x ( Large ( x ) & Cube ( x ) & / y ( Cube ( y ) & Small ( y ) & FrontOf ( x , y ) ) )","there is an element x such that x is large , x is a cube and there is an element y such that y is a cube , y is small and x is in front of y",0,0,0,0
2868,"@ x ( / y / z ( Cube ( z ) & Cube ( y ) & BackOf ( x , y ) & FrontOf ( x , z ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that z is a cube , y is a cube , x is in back of y and x is in front of z , then x is not large",0,0,0,0
2869,"@ x ( Cube ( x ) $ ( @ y ( Tet ( y ) $ FrontOf ( x , y ) ) $ Large ( x ) ) )","for all cubes x , if x is in front of every tetrahedron , then x is large",0,0,0,0
2870,"@ x ( ~ Cube ( x ) $ / y BackOf ( y , x ) )","for all x , if x is not a cube , then there is an element y such that y is in back of x",0,0,0,0
2871,"@ x ( ( Small ( x ) & Cube ( x ) ) $ / y ( Large ( y ) & Cube ( y ) & FrontOf ( y , x ) ) )","for all x , if x is small and x is a cube , then there is an element y such that y is large , y is a cube and y is in front of x",0,0,0,0
2872,"/ x ( Large ( x ) & Cube ( x ) & / y ( Small ( y ) & Cube ( y ) & BackOf ( y , x ) ) )","there is an element x such that x is large , x is a cube and there is an element y such that y is small , y is a cube and y is in back of x",0,0,0,0
2873,"@ x @ y ( ( Cube ( x ) & @ y ( Tet ( y ) $ FrontOf ( x , y ) ) ) $ Large ( x ) )","for all x , for all y , if x is a cube and x is in front of every tetrahedron , then x is large",0,0,0,0
2874,"/ x / y ( Cube ( x ) & Cube ( y ) & Large ( x ) & FrontOf ( x , y ) & Small ( y ) )","there is an element x such that there is an element y such that x is a cube , y is a cube , x is large , x is in front of y and y is small",0,0,0,0
2875,"@ x @ y @ z ( ( BackOf ( x , y ) & Cube ( y ) & FrontOf ( x , z ) & Cube ( z ) ) $ ~ Large ( x ) )","for all x , for all y , for all z , if x is in back of y , y is a cube , x is in front of z and z is a cube , then x is not large",0,0,0,0
2876,"~ / x / y / z ( Cube ( y ) & BackOf ( x , y ) & Cube ( z ) & FrontOf ( x , z ) & Large ( x ) )","it is not the case that there is an element x such that there is an element y such that there is an element z such that y is a cube , x is in back of y , z is a cube , x is in front of z and x is large",0,0,0,0
2877,"@ x ( Cube ( x ) $ ~ / y ( Tet ( y ) & ~ LeftOf ( x , y ) ) )","for all cubes x , it is not the case that there is a tetrahedron y such that x is not to the left of y",0,0,0,0
2878,"@ x ~ / y @ z Larger ( y , z )","for all x , it is not the case that there is an element y such that for all z , y is larger than z",0,0,0,0
2879,"/ x ( Cube ( x ) & Large ( x ) & / u ( Small ( u ) & Cube ( u ) & FrontOf ( x , u ) ) )","there is an element x such that x is a cube , x is large and there is an element u such that u is small , u is a cube and x is in front of u",0,0,0,0
2880,"@ x ( Cube ( x ) $ @ y ( LeftOf ( x , y ) | ~ Tet ( y ) ) )","for all cubes x , for all y , x is to the left of y or y is not a tetrahedron",0,0,0,0
2881,"/ x ( Cube ( x ) & @ y ( ~ Tet ( y ) | FrontOf ( x , y ) ) )","there is a cube x such that for all y , y is not a tetrahedron or x is in front of y",0,0,0,0
2882,"@ x ( ( Cube ( x ) & @ y ( FrontOf ( x , y ) | ~ Tet ( y ) ) ) $ Large ( x ) )","for all x , if x is a cube and for all y , x is in front of y or y is not a tetrahedron , then x is large",0,0,0,0
2883,"@ x @ y @ z ( ( Cube ( y ) & BackOf ( y , x ) & Cube ( z ) & FrontOf ( z , x ) ) $ ~ Large ( x ) )","for all x , for all y , for all z , if y is a cube , y is in back of x , z is a cube and z is in front of x , then x is not large",0,0,0,0
2884,"@ x ~ @ y ( Larger ( x , y ) & Larger ( x , x ) )","for all x , it is not the case that for all y , x is larger than y and x is larger than itself",0,0,0,0
2885,"/ x / y ( Cube ( x ) & Cube ( y ) & Small ( x ) & Large ( y ) & FrontOf ( y , x ) )","there is an element x such that there is an element y such that x is a cube , y is a cube , x is small , y is large and y is in front of x",0,0,0,0
2886,"@ x / y ( ( Small ( x ) & Cube ( x ) ) $ ( Cube ( y ) & Large ( y ) & BackOf ( x , y ) ) )","for all x , there is an element y such that if x is small and x is a cube , then y is a cube , y is large and x is in back of y",0,0,0,0
2887,"@ x @ y ( ( Tet ( x ) & Cube ( y ) ) $ LeftOf ( y , x ) )","for all x , for all y , if x is a tetrahedron and y is a cube , then y is to the left of x",0,0,0,0
2888,"@ y ( / x ( Cube ( x ) & Large ( x ) & RightOf ( y , x ) ) $ Small ( y ) )","for all y , if there is an element x such that x is a cube , x is large and y is to the right of x , then y is small",0,0,0,0
2889,"@ x ( / z ( RightOf ( x , z ) & Large ( z ) & Cube ( z ) ) $ Small ( x ) )","for all x , if there is an element z such that x is to the right of z , z is large and z is a cube , then x is small",0,0,0,0
2890,"@ x / z ( Dodec ( x ) $ ( Tet ( z ) & Smaller ( x , z ) ) )","for all x , there is an element z such that if x is a dodecahedron , then z is a tetrahedron and x is smaller than z",0,0,0,0
2891,"@ x @ y ( ( RightOf ( y , x ) & Large ( x ) & Cube ( x ) ) $ Small ( y ) )","for all x , for all y , if y is to the right of x , x is large and x is a cube , then y is small",0,0,0,0
2892,"@ x ( Cube ( x ) $ @ u ( Tet ( u ) $ LeftOf ( x , u ) ) )",every cube is to the left of every tetrahedron,0,0,0,0
2893,"@ x ( ( Cube ( x ) & Small ( x ) ) $ / u ( Large ( u ) & Cube ( u ) & BackOf ( x , u ) ) )","for all x , if x is a cube and x is small , then there is an element u such that u is large , u is a cube and x is in back of u",0,0,0,0
2894,"@ x ( Dodec ( x ) $ / z ( Smaller ( x , z ) & Tet ( z ) ) )","for all dodecahedrons x , there is an element z such that x is smaller than z and z is a tetrahedron",0,0,0,0
2895,"@ x ( Cube ( x ) $ @ z ( Tet ( z ) $ RightOf ( z , x ) ) )",every tetrahedron is to the right of every cube,0,0,0,0
2896,"@ x ( ( Cube ( x ) & Small ( x ) ) $ / z ( BackOf ( x , z ) & Large ( z ) & Cube ( z ) ) )","for all x , if x is a cube and x is small , then there is an element z such that x is in back of z , z is large and z is a cube",0,0,0,0
2897,"@ x ( / z / y ( Cube ( y ) & Cube ( z ) & BackOf ( x , y ) & FrontOf ( x , z ) ) $ ~ Large ( x ) )","for all x , if there is an element z such that there is an element y such that y is a cube , z is a cube , x is in back of y and x is in front of z , then x is not large",0,0,0,0
2898,"/ x ( Large ( x ) & Cube ( x ) & / y ( FrontOf ( x , y ) & Small ( y ) & Cube ( y ) ) )","there is an element x such that x is large , x is a cube and there is an element y such that x is in front of y , y is small and y is a cube",0,0,0,0
2899,@ x @ y ( Dodec ( x ) $ Tet ( y ) ),"for all x , for all y , if x is a dodecahedron , then y is a tetrahedron",0,0,0,0
2900,"@ x ( / y / z ( Cube ( y ) & Cube ( z ) & FrontOf ( x , z ) & BackOf ( x , y ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , z is a cube , x is in front of z and x is in back of y , then x is not large",0,0,0,0
2901,"@ x @ y ( ( Cube ( y ) & Large ( y ) ) $ ( RightOf ( x , y ) $ Small ( x ) ) )","for all x , for all y , if y is a cube and y is large , then if x is to the right of y , then x is small",0,0,0,0
2902,"@ x @ y ( ( Large ( y ) & Cube ( y ) ) $ ( RightOf ( x , y ) $ Small ( x ) ) )","for all x , for all y , if y is large and y is a cube , then if x is to the right of y , then x is small",0,0,0,0
2903,"@ x ( / z / y ( Cube ( y ) & Cube ( z ) & FrontOf ( x , y ) & BackOf ( x , z ) ) $ ~ Large ( x ) )","for all x , if there is an element z such that there is an element y such that y is a cube , z is a cube , x is in front of y and x is in back of z , then x is not large",0,0,0,0
2904,"~ / x ( LeftOf ( x , a ) & / y ( LeftOf ( y , b ) & Smaller ( x , y ) ) )",it is not the case that there is an element x such that x is to the left of a and there is an element y such that y is to the left of b and x is smaller than y,0,0,0,0
2905,"@ x ~ @ z @ y ( Larger ( x , z ) & Larger ( x , y ) )","for all x , it is not the case that for all z , for all y , x is larger than z and larger than y",0,0,0,0
2906,"@ x ( Cube ( x ) $ @ y ( Tet ( y ) $ RightOf ( y , x ) ) )",every tetrahedron is to the right of every cube,0,0,0,0
2907,"/ x / y ( Cube ( x ) & Large ( x ) & / y ( Cube ( y ) & Small ( y ) & FrontOf ( x , y ) ) )","there is an element x such that there is an element y such that x is a cube , x is large and there is an element y such that y is a cube , y is small and x is in front of y",0,0,0,0
2908,"@ x ( / y / w ( Cube ( y ) & Cube ( w ) & FrontOf ( x , y ) & BackOf ( x , w ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element w such that y is a cube , w is a cube , x is in front of y and x is in back of w , then x is not large",0,0,0,0
2909,"@ y ( ( Cube ( y ) & Large ( y ) ) $ @ x ( RightOf ( x , y ) $ Small ( x ) ) )","for all y , if y is a cube and y is large , then for all x , if x is to the right of y , then x is small",0,0,0,0
2910,"@ y ( Cube ( y ) $ @ x ( Tet ( x ) $ LeftOf ( y , x ) ) )",every cube is to the left of every tetrahedron,0,0,0,0
2911,"@ x ( / z / y ( Cube ( z ) & BackOf ( x , z ) & Cube ( y ) & FrontOf ( x , y ) ) $ ~ Large ( x ) )","for all x , if there is an element z such that there is an element y such that z is a cube , x is in back of z , y is a cube and x is in front of y , then x is not large",0,0,0,0
2912,"~ / x / y ( BackOf ( x , y ) & Cube ( y ) & / z ( FrontOf ( x , z ) & Cube ( z ) & Large ( x ) ) )","it is not the case that there is an element x such that there is an element y such that x is in back of y , y is a cube and there is an element z such that x is in front of z , z is a cube and x is large",0,0,0,0
2913,"@ x ( ~ / v BackOf ( v , x ) $ Cube ( x ) )","for all x , if it is not the case that there is an element v such that v is in back of x , then x is a cube",0,0,0,0
2914,"@ x ( @ y @ z ( ~ BackOf ( y , x ) & ~ BackOf ( z , x ) ) $ Cube ( x ) )","for all x , if for all y , for all z , y is not in back of x and z is not in back of x , then x is a cube",0,0,0,0
2915,"/ z ( Cube ( z ) & @ x ( Tet ( x ) $ FrontOf ( z , x ) ) )",some cube is in front of every tetrahedron,0,0,0,0
2916,"~ / x / y ( Cube ( y ) & BackOf ( x , y ) & / z ( Cube ( z ) & FrontOf ( x , z ) & Large ( x ) ) )","it is not the case that there is an element x such that there is an element y such that y is a cube , x is in back of y and there is an element z such that z is a cube , x is in front of z and x is large",0,0,0,0
2917,"@ x @ z @ y ( ( Cube ( z ) & Cube ( y ) & BackOf ( x , y ) & FrontOf ( x , z ) ) $ ~ Large ( x ) )","for all x , for all z , for all y , if z is a cube , y is a cube , x is in back of y and x is in front of z , then x is not large",0,0,0,0
2918,"@ x @ y ( ( Cube ( x ) & Large ( x ) & LeftOf ( x , y ) ) $ Small ( y ) )","for all x , for all y , if x is a cube , x is large and x is to the left of y , then y is small",0,0,0,0
2919,"@ x ( / v / w ( Cube ( v ) & Cube ( w ) & BackOf ( x , v ) & FrontOf ( x , w ) ) $ ~ Large ( x ) )","for all x , if there is an element v such that there is an element w such that v is a cube , w is a cube , x is in back of v and x is in front of w , then x is not large",0,0,0,0
2920,"@ x ( / v ( Cube ( v ) & Large ( v ) & RightOf ( x , v ) ) $ Small ( x ) )","for all x , if there is an element v such that v is a cube , v is large and x is to the right of v , then x is small",0,0,0,0
2921,"@ x ~ ~ ( Cube ( x ) $ ~ ~ @ y ( Tet ( y ) $ ~ ~ LeftOf ( x , y ) ) )","for all x , it is not the case that it is not the case that if x is a cube , then it is not the case that it is not the case that for all tetrahedrons y , it is not the case that x is not to the left of y",0,0,0,0
2922,"@ x ( / y ( Cube ( y ) & Large ( y ) & Large ( y ) & RightOf ( x , y ) ) $ Small ( x ) )","for all x , if there is an element y such that y is a cube , y is large , y is large and x is to the right of y , then x is small",0,0,0,0
2923,"@ x ~ ( @ y Larger ( x , y ) & Larger ( x , x ) )","for all x , it is not the case that for all y , x is larger than y and x is larger than itself",0,0,0,0
2924,"@ x ( / y / z ( Cube ( y ) & BackOf ( x , y ) & FrontOf ( x , z ) & Cube ( z ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , x is in back of y , x is in front of z and z is a cube , then x is not large",0,0,0,0
2925,"~ / x ( / y / z ( Cube ( y ) & BackOf ( x , y ) & Cube ( z ) & FrontOf ( x , z ) ) & Large ( x ) )","it is not the case that there is an element x such that there is an element y such that there is an element z such that y is a cube , x is in back of y , z is a cube and x is in front of z and x is large",0,0,0,0
2926,"@ x ( Cube ( x ) $ / y ( ( Tet ( y ) $ FrontOf ( x , y ) ) $ Large ( x ) ) )","for all cubes x , there is an element y such that if if y is a tetrahedron , then x is in front of y , then x is large",0,0,0,0
2927,"/ x ( Cube ( x ) & Large ( x ) & / y ( BackOf ( y , x ) & Small ( y ) & Cube ( y ) ) )","there is an element x such that x is a cube , x is large and there is an element y such that y is in back of x , y is small and y is a cube",0,0,0,0
2928,"/ x ( Cube ( x ) & Large ( x ) & / y ( Small ( y ) & Cube ( y ) & BackOf ( y , x ) ) )","there is an element x such that x is a cube , x is large and there is an element y such that y is small , y is a cube and y is in back of x",0,0,0,0
2929,"@ x @ y @ z ( ( Cube ( y ) & Cube ( z ) & FrontOf ( x , y ) & BackOf ( x , z ) ) $ ~ Large ( x ) )","for all x , for all y , for all z , if y is a cube , z is a cube , x is in front of y and x is in back of z , then x is not large",0,0,0,0
2930,"@ x / y ( ~ FrontOf ( x , y ) $ Cube ( x ) )","for all x , there is an element y such that if x is not in front of y , then x is a cube",0,0,0,0
2931,"@ y @ x ( Cube ( x ) $ ( Tet ( y ) $ LeftOf ( x , y ) ) )","for all y , for all cubes x , if y is a tetrahedron , then x is to the left of y",0,0,0,0
2932,"@ x @ x ( / y ( Cube ( y ) & Large ( y ) & RightOf ( x , y ) ) $ Small ( x ) )","for all x , for all x , if there is an element y such that y is a cube , y is large and x is to the right of y , then x is small",0,0,0,0
2933,"@ x ( ~ / t BackOf ( t , x ) $ Cube ( x ) )","for all x , if it is not the case that there is an element t such that t is in back of x , then x is a cube",0,0,0,0
2934,"@ x ( / v ( Large ( v ) & Cube ( v ) & RightOf ( x , v ) ) $ Small ( x ) )","for all x , if there is an element v such that v is large , v is a cube and x is to the right of v , then x is small",0,0,0,0
2935,"@ x ~ @ y ( Larger ( x , y ) & Larger ( x , y ) )","for all x , it is not the case that for all y , x is larger than y and larger than y",0,0,0,0
2936,"@ w ( ( Cube ( w ) & @ y ( Tet ( y ) $ FrontOf ( w , y ) ) ) $ Large ( w ) )","for all w , if w is a cube and w is in front of every tetrahedron , then w is large",0,0,0,0
2937,"/ x / y ( Large ( x ) & Cube ( x ) & Cube ( y ) & Small ( y ) & FrontOf ( x , y ) )","there is an element x such that there is an element y such that x is large , x is a cube , y is a cube , y is small and x is in front of y",0,0,0,0
2938,"@ x ( ( Small ( x ) & Cube ( x ) ) $ / y ( BackOf ( x , y ) & Large ( y ) & Cube ( y ) ) )","for all x , if x is small and x is a cube , then there is an element y such that x is in back of y , y is large and y is a cube",0,0,0,0
2939,"@ x ( ( Small ( x ) & Cube ( x ) ) $ / z ( Cube ( z ) & Large ( z ) & BackOf ( x , z ) ) )","for all x , if x is small and x is a cube , then there is an element z such that z is a cube , z is large and x is in back of z",0,0,0,0
2940,"@ x ( / y ( Dodec ( x ) & Cube ( y ) & LeftOf ( x , y ) ) $ Large ( x ) )","for all x , if there is an element y such that x is a dodecahedron , y is a cube and x is to the left of y , then x is large",0,0,0,0
2941,"@ x ( Tet ( x ) $ @ y ( Cube ( y ) $ LeftOf ( y , x ) ) )",every cube is to the left of every tetrahedron,0,0,0,0
2942,"@ x / y ( ( Small ( x ) & Cube ( x ) ) $ ( BackOf ( x , y ) & Large ( y ) & Cube ( y ) ) )","for all x , there is an element y such that if x is small and x is a cube , then x is in back of y , y is large and y is a cube",0,0,0,0
2943,"@ x ( ( Small ( x ) & Cube ( x ) ) $ / y ( BackOf ( x , y ) & Cube ( y ) & Large ( y ) ) )","for all x , if x is small and x is a cube , then there is an element y such that x is in back of y , y is a cube and y is large",0,0,0,0
2944,"@ x ( / y / z ( Cube ( y ) & Cube ( z ) & FrontOf ( x , y ) & FrontOf ( z , x ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , z is a cube , x is in front of y and z is in front of x , then x is not large",0,0,0,0
2945,"/ x ( Cube ( x ) & @ y ( Cube ( x ) $ ( Tet ( y ) $ FrontOf ( x , y ) ) ) )","there is a cube x such that for all y , if x is a cube , then if y is a tetrahedron , then x is in front of y",0,0,0,0
2946,"@ x ( / z ( RightOf ( x , z ) & Cube ( z ) & Large ( z ) ) $ Small ( x ) )","for all x , if there is an element z such that x is to the right of z , z is a cube and z is large , then x is small",0,0,0,0
2947,"/ x ( Cube ( x ) & ( Cube ( x ) $ @ y ( Tet ( y ) $ FrontOf ( x , y ) ) ) )","there is a cube x such that if x is a cube , then x is in front of every tetrahedron",0,0,0,0
2948,"@ x ( Dodec ( x ) $ / y / y ( Tet ( y ) & Smaller ( x , y ) ) )","for all dodecahedrons x , there is an element y such that x is smaller than some tetrahedron",0,0,0,0
2949,"@ x / y ( ~ FrontOf ( y , x ) $ Large ( x ) )","for all x , there is an element y such that if y is not in front of x , then x is large",0,0,0,0
2950,"@ x ( Cube ( x ) $ @ y ( ( Dodec ( y ) & BackOf ( x , y ) ) $ Smaller ( x , y ) ) )","for all cubes x , for all y , if y is a dodecahedron and x is in back of y , then x is smaller than y",0,0,0,0
2951,"@ x ( Dodec ( x ) $ ~ / y BackOf ( y , x ) )","for all dodecahedrons x , it is not the case that there is an element y such that y is in back of x",0,0,0,0
2952,"@ x ( Tet ( x ) $ ~ / y ( Cube ( y ) & SameSize ( y , x ) ) )","for all tetrahedrons x , it is not the case that some cube is of the same size as x",0,0,0,0
2953,"@ x ( ( Cube ( x ) & / y BackOf ( y , x ) ) $ Small ( x ) )","for all x , if x is a cube and there is an element y such that y is in back of x , then x is small",0,0,0,0
2954,"@ x ( ( Dodec ( x ) & ~ / y RightOf ( y , x ) ) $ Small ( x ) )","for all x , if x is a dodecahedron and it is not the case that there is an element y such that y is to the right of x , then x is small",0,0,0,0
2955,"@ x ( ( Dodec ( x ) & ~ / y RightOf ( y , x ) ) $ / z LeftOf ( z , x ) )","for all x , if x is a dodecahedron and it is not the case that there is an element y such that y is to the right of x , then there is an element z such that z is to the left of x",0,0,0,0
2956,"@ x ( / z / y ( Cube ( z ) & Cube ( y ) & BackOf ( x , z ) & FrontOf ( x , y ) ) $ ~ Large ( x ) )","for all x , if there is an element z such that there is an element y such that z is a cube , y is a cube , x is in back of z and x is in front of y , then x is not large",0,0,0,0
2957,"/ x ( Cube ( x ) & @ v ( Tet ( v ) $ FrontOf ( x , v ) ) )",some cube is in front of every tetrahedron,0,0,0,0
2958,"@ y @ x ( ( Tet ( y ) & Cube ( x ) ) $ LeftOf ( x , y ) )","for all y , for all x , if y is a tetrahedron and x is a cube , then x is to the left of y",0,0,0,0
2959,"@ u @ z ( Cube ( u ) $ ( Tet ( z ) $ LeftOf ( u , z ) ) )","for all u , for all z , if u is a cube , then if z is a tetrahedron , then u is to the left of z",0,0,0,0
2960,"@ u / w ( ( Cube ( u ) & Small ( u ) ) $ ( Cube ( w ) & Large ( w ) & BackOf ( u , w ) ) )","for all u , there is an element w such that if u is a cube and u is small , then w is a cube , w is large and u is in back of w",0,0,0,0
2961,"/ u @ w ( Cube ( u ) & ( Tet ( w ) $ FrontOf ( u , w ) ) )","there is an element u such that for all w , all these hold : \item u is a cube \item if w is a tetrahedron , then u is in front of w",0,0,0,0
2962,"/ u / w ( Cube ( u ) & Large ( u ) & Cube ( w ) & Small ( w ) & FrontOf ( u , w ) )","there is an element u such that there is an element w such that u is a cube , u is large , w is a cube , w is small and u is in front of w",0,0,0,0
2963,"~ / w @ y Larger ( w , y )","it is not the case that there is an element w such that for all y , w is larger than y",0,0,0,0
2964,"@ u ( ( Cube ( u ) & @ y ( Tet ( y ) $ FrontOf ( u , y ) ) ) $ Large ( u ) )","for all u , if u is a cube and u is in front of every tetrahedron , then u is large",0,0,0,0
2965,"@ u @ w ( ( Large ( w ) & Cube ( w ) & RightOf ( u , w ) ) $ Small ( u ) )","for all u , for all w , if w is large , w is a cube and u is to the right of w , then u is small",0,0,0,0
2966,"@ x ( ( Cube ( x ) & Small ( x ) ) $ ~ @ y ( ( Large ( y ) & Cube ( y ) ) $ ~ BackOf ( x , y ) ) )","for all x , if x is a cube and x is small , then it is not the case that for all y , if y is large and y is a cube , then x is not in back of y",0,0,0,0
2967,"@ x ( ~ @ y ( ( Cube ( y ) & Large ( y ) ) $ ~ RightOf ( x , y ) ) $ Small ( x ) )","for all x , if it is not the case that for all y , if y is a cube and y is large , then x is not to the right of y , then x is small",0,0,0,0
2968,"@ x @ y ( ( Tet ( x ) & Cube ( y ) ) $ RightOf ( x , y ) )","for all x , for all y , if x is a tetrahedron and y is a cube , then x is to the right of y",0,0,0,0
2969,"@ x @ z @ y ( ( Cube ( y ) & BackOf ( x , y ) & FrontOf ( x , z ) & Cube ( z ) ) $ ~ Large ( x ) )","for all x , for all z , for all y , if y is a cube , x is in back of y , x is in front of z and z is a cube , then x is not large",0,0,0,0
2970,"@ x @ y @ w ( ( Cube ( y ) & BackOf ( x , y ) & FrontOf ( x , w ) & Cube ( w ) ) $ ~ Large ( x ) )","for all x , for all y , for all w , if y is a cube , x is in back of y , x is in front of w and w is a cube , then x is not large",0,0,0,0
2971,"@ x @ y @ z ( ( Cube ( z ) & FrontOf ( x , z ) & Cube ( y ) & BackOf ( x , y ) ) $ ~ Large ( x ) )","for all x , for all y , for all z , if z is a cube , x is in front of z , y is a cube and x is in back of y , then x is not large",0,0,0,0
2972,"@ x ~ ( @ y Larger ( x , y ) & @ z Larger ( x , z ) )","for all x , it is not the case that for all y , x is larger than y and for all z , x is larger than z",0,0,0,0
2973,"@ x ( ( @ y ~ BackOf ( y , x ) & @ z ~ BackOf ( z , x ) ) $ Cube ( x ) )","for all x , if for all y , y is not in back of x and for all z , z is not in back of x , then x is a cube",0,0,0,0
2974,"@ x ( @ y ( Cube ( x ) & ( Tet ( y ) $ FrontOf ( x , y ) ) ) $ Large ( x ) )","for all x , if for all y , all these hold : \item x is a cube \item if y is a tetrahedron , then x is in front of y , then x is large",0,0,0,0
2975,"@ y ( ( Small ( y ) & Cube ( y ) ) $ / x ( Large ( x ) & Cube ( x ) & BackOf ( y , x ) ) )","for all y , if y is small and y is a cube , then there is an element x such that x is large , x is a cube and y is in back of x",0,0,0,0
2976,"/ y ( Large ( y ) & Cube ( y ) & / x ( FrontOf ( y , x ) & Small ( x ) & Cube ( x ) ) )","there is an element y such that y is large , y is a cube and there is an element x such that y is in front of x , x is small and x is a cube",0,0,0,0
2977,"@ y ( Dodec ( y ) $ / x ( Tet ( x ) & Smaller ( y , x ) ) )",every dodecahedron is smaller than some tetrahedron,0,0,0,0
2978,"@ y ~ @ x Larger ( y , x )","for all y , it is not the case that for all x , y is larger than x",0,0,0,0
2979,"/ x / y ( Cube ( x ) & Large ( x ) & Cube ( y ) & Small ( y ) & BackOf ( y , x ) )","there is an element x such that there is an element y such that x is a cube , x is large , y is a cube , y is small and y is in back of x",0,0,0,0
2980,"/ x / y ( Large ( x ) & Cube ( x ) & FrontOf ( x , y ) & Small ( y ) & Cube ( y ) )","there is an element x such that there is an element y such that x is large , x is a cube , x is in front of y , y is small and y is a cube",0,0,0,0
2981,"@ y @ x ( ( Cube ( y ) & Tet ( x ) ) $ LeftOf ( y , x ) )","for all y , for all x , if y is a cube and x is a tetrahedron , then y is to the left of x",0,0,0,0
2982,"@ y ( Cube ( y ) $ @ w ( Tet ( w ) $ LeftOf ( y , w ) ) )",every cube is to the left of every tetrahedron,0,0,0,0
2983,"@ y ( ( Small ( y ) & Cube ( y ) ) $ / w ( Large ( w ) & Cube ( w ) & BackOf ( y , w ) ) )","for all y , if y is small and y is a cube , then there is an element w such that w is large , w is a cube and y is in back of w",0,0,0,0
2984,"/ y / v ( Cube ( y ) & Small ( y ) & Cube ( v ) & Large ( v ) & FrontOf ( v , y ) )","there is an element y such that there is an element v such that y is a cube , y is small , v is a cube , v is large and v is in front of y",0,0,0,0
2985,"@ y ( / x ( Large ( x ) & Cube ( x ) & RightOf ( y , x ) ) $ Small ( y ) )","for all y , if there is an element x such that x is large , x is a cube and y is to the right of x , then y is small",0,0,0,0
2986,"/ y ( Cube ( y ) & @ z ( Tet ( z ) $ FrontOf ( y , z ) ) )",some cube is in front of every tetrahedron,0,0,0,0
2987,"/ y ( Cube ( y ) & Large ( y ) & / z ( Cube ( z ) & Small ( z ) & FrontOf ( y , z ) ) )","there is an element y such that y is a cube , y is large and there is an element z such that z is a cube , z is small and y is in front of z",0,0,0,0
2988,"~ / y @ z Larger ( y , z )","it is not the case that there is an element y such that for all z , y is larger than z",0,0,0,0
2989,"~ / x / y / z ( BackOf ( x , y ) & Cube ( y ) & FrontOf ( x , z ) & Cube ( z ) & Large ( x ) )","it is not the case that there is an element x such that there is an element y such that there is an element z such that x is in back of y , y is a cube , x is in front of z , z is a cube and x is large",0,0,0,0
2990,"@ x ( Tet ( x ) $ @ y ( Dodec ( y ) $ FrontOf ( x , y ) ) )",every tetrahedron is in front of every dodecahedron,0,0,0,0
2991,"~ / x ( Dodec ( x ) & / y BackOf ( y , x ) )",it is not the case that there is a dodecahedron x such that there is an element y such that y is in back of x,0,0,0,0
2992,"~ / x ( Tet ( x ) & / y ( Cube ( y ) & SameSize ( x , y ) ) )",it is not the case that some tetrahedron is of the same size as some cube,0,0,0,0
2993,"@ x ( ( Cube ( x ) & @ y ( Tet ( y ) $ FrontOf ( x , y ) ) ) $ ( Cube ( x ) & Large ( x ) ) )","for all x , if x is a cube and x is in front of every tetrahedron , then x is a cube and x is large",0,0,0,0
2994,"/ x ( Large ( x ) & Cube ( x ) & / z ( Small ( z ) & Cube ( z ) & FrontOf ( x , z ) ) )","there is an element x such that x is large , x is a cube and there is an element z such that z is small , z is a cube and x is in front of z",0,0,0,0
2995,"@ x ( ( @ y ( Tet ( y ) $ FrontOf ( x , y ) ) & Cube ( x ) ) $ Large ( x ) )","for all x , if x is in front of every tetrahedron and x is a cube , then x is large",0,0,0,0
2996,"@ x ( Dodec ( x ) $ ~ @ y ~ ( Smaller ( x , y ) & Tet ( y ) ) )","for all dodecahedrons x , it is not the case that for all y , it is not the case that x is smaller than y and y is a tetrahedron",0,0,0,0
2997,"@ x ( Dodec ( x ) $ ~ @ y ~ ( Tet ( y ) & Smaller ( x , y ) ) )","for all dodecahedrons x , it is not the case that for all y , it is not the case that y is a tetrahedron and x is smaller than y",0,0,0,0
