,Latex formula,English translation 1,English translation 2,English translation 3,English translation 4,English translation 5,English translation 6,English translation 7,English translation 8,English translation 9,English translation 10
3352,( \forall y ) ( ( ( \exists x ) ( ( ( x \in cube ) \& ( y \in dodec ) ) \& ( \leftOf { y } { x } ) ) ) \supset \large { y } ),"for all y , if there is an element x such that x is a cube , y is a dodecagon and y is left of x , then y is large",0,0,0,0,0,0,0,0,0
3353,( \forall x ) ( ( \exists y ) ( ( \exists z ) ( ( ( x \in dodec ) \& ( \sim ( \leftOf { x } { y } ) ) ) \supset \small { x } ) ) ),"for all x , there is an element y such that there is an element z such that if x is a dodecagon and x is not left of y , then x is small",0,0,0,0,0,0,0,0,0
3354,( \forall x ) ( ( ( x \in dodec ) \& ( ( \forall y ) ( \sim ( \rightOf { y } { x } ) ) ) ) \supset ( \exists u ) ( \leftOf { u } { x } ) ),"for all x , if x is a dodecagon and for all y , y is not right of x , then there is an element u such that u is left of x",0,0,0,0,0,0,0,0,0
3355,( \forall x ) ( ( ( \exists u ) ( ( ( x \in dodec ) \& ( u \in cube ) ) \& ( \leftOf { x } { u } ) ) ) \supset \large { x } ),"for all x , if there is an element u such that x is a dodecagon , u is a cube and x is left of u , then x is large",0,0,0,0,0,0,0,0,0
3356,( \forall x ) ( ( ( \exists y ) ( ( ( \leftOf { x } { y } ) \& ( x \in dodec ) ) \& ( y \in cube ) ) ) \supset \large { x } ),"for all x , if there is an element y such that x is left of y , x is a dodecagon and y is a cube , then x is large",0,0,0,0,0,0,0,0,0
3357,( \forall x ) ( ( \forall y ) ( \sim ( ( \backOf { y } { x } ) \& ( x \in dodec ) ) ) ),"for all x , for all y , it is not the case that y is in back of x and x is a dodecagon",0,0,0,0,0,0,0,0,0
3358,( \forall z ) ( ( \forall y ) ( ( y \in dodec ) \supset \sim ( \backOf { z } { y } ) ) ),"for all z , for all dodecagons y , z is not in back of y",0,0,0,0,0,0,0,0,0
3359,( \forall x ) ( ( \forall y ) ( ( x \in tetrahedron ) \supset \sim ( ( \exists y ) ( ( y \in cube ) \& ( \sameSize { x } { y } ) ) ) ) ),"for all x , for all y , if x is a tetahedron , then it is not the case that x is the same size as some cube",0,0,0,0,0,0,0,0,0
3360,( \forall y ) ( \sim ( ( \exists x ) ( ( \backOf { x } { y } ) \& ( y \in dodec ) ) ) ),"for all y , it is not the case that there is an element x such that x is in back of y and y is a dodecagon",0,0,0,0,0,0,0,0,0
3361,( \forall y ) ( ( y \in tetrahedron ) \supset ( \forall x ) ( ( x \in dodec ) \supset \frontOf { y } { x } ) ),every tetahedron is in front of every dodecagon,0,0,0,0,0,0,0,0,0
3362,( \forall x ) ( ( \exists y ) ( ( ( x \in dodec ) \& ( \sim ( \leftOf { y } { x } ) ) ) \supset ( \exists z ) ( \rightOf { z } { x } ) ) ),"for all x , there is an element y such that if x is a dodecagon and y is not left of x , then there is an element z such that z is right of x",0,0,0,0,0,0,0,0,0
3363,( \forall x ) ( ( ( \forall y ) ( \sim ( ( x \in dodec ) \supset \rightOf { y } { x } ) ) ) \supset \small { x } ),"for all x , if for all y , it is not the case that if x is a dodecagon , then y is right of x , then x is small",0,0,0,0,0,0,0,0,0
3364,( \forall x ) ( ( ( \forall y ) ( \sim ( ( x \in dodec ) \supset \rightOf { y } { x } ) ) ) \supset ( \exists z ) ( \leftOf { z } { x } ) ),"for all x , if for all y , it is not the case that if x is a dodecagon , then y is right of x , then there is an element z such that z is left of x",0,0,0,0,0,0,0,0,0
3365,( \forall v ) ( ( v \in tetrahedron ) \supset ( \forall w ) ( ( w \in dodec ) \supset \frontOf { v } { w } ) ),every tetahedron is in front of every dodecagon,0,0,0,0,0,0,0,0,0
3366,( \forall v ) ( \sim ( ( v \in dodec ) \& ( ( \exists w ) ( \backOf { w } { v } ) ) ) ),"for all v , it is not the case that v is a dodecagon and there is an element w such that w is in back of v",0,0,0,0,0,0,0,0,0
3367,( \forall x ) ( ( \sim ( x \in dodec ) ) \vee ( ( \exists y ) ( ( y \in cube ) \& ( \sameSize { y } { x } ) ) ) ),"for all x , x is not a dodecagon or some cube is the same size as x",0,0,0,0,0,0,0,0,0
3368,( \forall x ) ( ( ( x \in cube ) \& ( ( \exists w ) ( \backOf { w } { x } ) ) ) \supset \small { x } ),"for all x , if x is a cube and there is an element w such that w is in back of x , then x is small",0,0,0,0,0,0,0,0,0
3369,( \forall v ) ( ( ( v \in dodec ) \& ( \sim ( ( \exists w ) ( \rightOf { w } { v } ) ) ) ) \supset \small { v } ),"for all v , if v is a dodecagon and it is not the case that there is an element w such that w is right of v , then v is small",0,0,0,0,0,0,0,0,0
3370,( \forall u ) ( ( ( u \in dodec ) \& ( ( \forall v ) ( \sim ( \rightOf { v } { u } ) ) ) ) \supset ( \exists w ) ( \leftOf { w } { u } ) ),"for all u , if u is a dodecagon and for all v , v is not right of u , then there is an element w such that w is left of u",0,0,0,0,0,0,0,0,0
3371,( \forall x ) ( ( \forall z ) ( ( ( x \in cube ) \& ( \backOf { z } { x } ) ) \supset \small { x } ) ),"for all x , for all z , if x is a cube and z is in back of x , then x is small",0,0,0,0,0,0,0,0,0
3372,( \forall v ) ( ( v \in tetrahedron ) \supset ( \forall w ) ( ( w \in cube ) \supset \sim ( \sameSize { v } { w } ) ) ),"for all tetahedrons v , for all cubes w , v is not the same size as w",0,0,0,0,0,0,0,0,0
3373,( \forall x ) ( ( \exists y ) ( ( ( x \in dodec ) \& ( \sim ( \small { x } ) ) ) \supset \leftOf { x } { y } ) ),"for all x , there is an element y such that if x is a dodecagon and x is not small , then x is left of y",0,0,0,0,0,0,0,0,0
3374,( \forall x ) ( ( ( \exists y ) ( ( ( x \in dodec ) \& ( y \in cube ) ) \& ( \rightOf { y } { x } ) ) ) \supset \large { x } ),"for all x , if there is an element y such that x is a dodecagon , y is a cube and y is right of x , then x is large",0,0,0,0,0,0,0,0,0
3375,( \forall u ) ( ( u \in dodec ) \supset \sim ( ( \exists z ) ( \backOf { z } { u } ) ) ),"for all dodecagons u , it is not the case that there is an element z such that z is in back of u",0,0,0,0,0,0,0,0,0
3376,( \forall z ) ( ( \exists u ) ( ( z \in dodec ) \supset ( \sameSize { z } { u } ) \& ( u \in cube ) ) ),"for all z , there is an element u such that if z is a dodecagon , then z is the same size as u and u is a cube",0,0,0,0,0,0,0,0,0
3377,( \forall u ) ( ( ( u \in dodec ) \& ( \sim ( ( \exists v ) ( \rightOf { v } { u } ) ) ) ) \supset ( \exists w ) ( \leftOf { w } { u } ) ),"for all u , if u is a dodecagon and it is not the case that there is an element v such that v is right of u , then there is an element w such that w is left of u",0,0,0,0,0,0,0,0,0
3378,( \forall x ) ( ( \exists y ) ( ( ( x \in cube ) \& ( \small { x } ) ) \supset \backOf { y } { x } ) ),"for all x , there is an element y such that if x is a cube and x is small , then y is in back of x",0,0,0,0,0,0,0,0,0
3379,( \forall x ) ( ( \exists y ) ( ( \exists z ) ( ( x \in dodec ) \supset ( \sim ( \rightOf { y } { x } ) ) \supset \leftOf { z } { x } ) ) ),"for all x , there is an element y such that there is an element z such that if x is a dodecagon , then if y is not right of x , then z is left of x",0,0,0,0,0,0,0,0,0
3380,( \forall x ) ( ( x \in tetrahedron ) \supset ( \forall w ) ( ( w \in dodec ) \supset \frontOf { x } { w } ) ),every tetahedron is in front of every dodecagon,0,0,0,0,0,0,0,0,0
3381,( \forall x ) ( ( x \in dodec ) \supset \sim ( ( \exists w ) ( \backOf { w } { x } ) ) ),"for all dodecagons x , it is not the case that there is an element w such that w is in back of x",0,0,0,0,0,0,0,0,0
3382,( \forall x ) ( ( x \in tetrahedron ) \supset \sim ( ( \exists w ) ( ( w \in cube ) \& ( \sameSize { x } { w } ) ) ) ),"for all tetahedrons x , it is not the case that x is the same size as some cube",0,0,0,0,0,0,0,0,0
3383,( \forall x ) ( ( ( x \in dodec ) \& ( \sim ( ( \exists w ) ( \rightOf { w } { x } ) ) ) ) \supset ( \exists z ) ( \leftOf { z } { x } ) ),"for all x , if x is a dodecagon and it is not the case that there is an element w such that w is right of x , then there is an element z such that z is left of x",0,0,0,0,0,0,0,0,0
3384,( \forall x ) ( ( ( x \in dodec ) \& ( ( \exists w ) ( ( w \in cube ) \& ( \leftOf { x } { w } ) ) ) ) \supset \large { x } ),"for all x , if x is a dodecagon and x is left of some cube , then x is large",0,0,0,0,0,0,0,0,0
3385,( \forall y ) ( ( \forall x ) ( ( ( ( x \in dodec ) \& ( y \in cube ) ) \& ( \leftOf { x } { y } ) ) \supset \large { x } ) ),"for all y , for all x , if x is a dodecagon , y is a cube and x is left of y , then x is large",0,0,0,0,0,0,0,0,0
3386,( \forall x ) ( ( \exists z ) ( ( ( x \in dodec ) \& ( ( \forall y ) ( \sim ( \rightOf { y } { x } ) ) ) ) \supset \small { x } ) ),"for all x , there is an element z such that if x is a dodecagon and for all y , y is not right of x , then x is small",0,0,0,0,0,0,0,0,0
3387,\sim ( ( \exists y ) ( ( \exists z ) ( ( ( y \in tetrahedron ) \& ( z \in cube ) ) \& ( \sameSize { y } { z } ) ) ) ),"it is not the case that there is an element y such that there is an element z such that y is a tetahedron , z is a cube and y is the same size as z",0,0,0,0,0,0,0,0,0
3388,( \forall x ) ( ( \exists y ) ( ( x \in dodec ) \supset ( \leftOf { y } { x } ) \vee ( \rightOf { y } { x } ) ) ),"for all x , there is an element y such that if x is a dodecagon , then y is left of x or right of x",0,0,0,0,0,0,0,0,0
3389,( \forall x ) ( ( \forall y ) ( ( ( x \in cube ) \& ( y \in dodec ) ) \supset ( \leftOf { y } { x } ) \supset \large { y } ) ),"for all x , for all y , if x is a cube and y is a dodecagon , then if y is left of x , then y is large",0,0,0,0,0,0,0,0,0
3390,( \forall x ) ( ( \exists y ) ( ( ( x \in dodec ) \& ( \sim ( ( \exists y ) ( \rightOf { y } { x } ) ) ) ) \supset ( \exists z ) ( \leftOf { z } { x } ) ) ),"for all x , there is an element y such that if x is a dodecagon and it is not the case that there is an element y such that y is right of x , then there is an element z such that z is left of x",0,0,0,0,0,0,0,0,0
3391,( \forall x ) ( ( ( x \in dodec ) \& ( ( \forall y ) ( \sim ( \leftOf { x } { y } ) ) ) ) \supset ( \exists z ) ( \leftOf { z } { x } ) ),"for all x , if x is a dodecagon and for all y , x is not left of y , then there is an element z such that z is left of x",0,0,0,0,0,0,0,0,0
3392,( \forall x ) ( ( x \in dodec ) \supset ( \forall y ) ( ( y \in tetrahedron ) \supset \frontOf { y } { x } ) ),every tetahedron is in front of every dodecagon,0,0,0,0,0,0,0,0,0
3393,( \forall x ) ( ( ( x \in cube ) \& ( ( \exists y ) ( \sim ( \sim ( \frontOf { x } { y } ) ) ) ) ) \supset \small { x } ),"for all x , if x is a cube and there is an element y such that it is not the case that x is not in front of y , then x is small",0,0,0,0,0,0,0,0,0
3394,( \forall x ) ( ( \forall y ) ( ( ( x \in cube ) \& ( \backOf { y } { x } ) ) \supset ( \small { x } ) \& ( x \in cube ) ) ),"for all x , for all y , if x is a cube and y is in back of x , then x is small and x is a cube",0,0,0,0,0,0,0,0,0
3395,( \forall y ) ( ( y \in dodec ) \supset \sim ( ( \exists z ) ( \backOf { z } { y } ) ) ),"for all dodecagons y , it is not the case that there is an element z such that z is in back of y",0,0,0,0,0,0,0,0,0
3396,( \forall x ) ( ( x \in dodec ) \supset ( \exists y ) ( ( \sim ( \rightOf { y } { x } ) ) \supset ( \exists y ) ( \leftOf { y } { x } ) ) ),"for all dodecagons x , there is an element y such that if y is not right of x , then there is an element y such that y is left of x",0,0,0,0,0,0,0,0,0
3397,( \forall u ) ( ( u \in dodec ) \supset ( \exists y ) ( ( y \in cube ) \& ( \sameSize { u } { y } ) ) ),every dodecagon is the same size as some cube,0,0,0,0,0,0,0,0,0
3398,( \forall u ) ( ( u \in tetrahedron ) \supset ( \forall y ) ( ( y \in dodec ) \supset \frontOf { u } { y } ) ),every tetahedron is in front of every dodecagon,0,0,0,0,0,0,0,0,0
3399,\sim ( ( \exists u ) ( ( u \in dodec ) \& ( ( \exists y ) ( \backOf { y } { u } ) ) ) ),it is not the case that there is a dodecagon u such that there is an element y such that y is in back of u,0,0,0,0,0,0,0,0,0
3400,( \forall u ) ( ( u \in tetrahedron ) \supset \sim ( ( \exists y ) ( ( y \in cube ) \& ( \sameSize { u } { y } ) ) ) ),"for all tetahedrons u , it is not the case that u is the same size as some cube",0,0,0,0,0,0,0,0,0
3401,( \forall u ) ( ( ( u \in dodec ) \& ( \sim ( ( \exists y ) ( \rightOf { y } { u } ) ) ) ) \supset ( \exists w ) ( \leftOf { w } { u } ) ),"for all u , if u is a dodecagon and it is not the case that there is an element y such that y is right of u , then there is an element w such that w is left of u",0,0,0,0,0,0,0,0,0
3402,( \forall u ) ( ( ( u \in dodec ) \& ( ( \exists y ) ( ( y \in cube ) \& ( \leftOf { u } { y } ) ) ) ) \supset \large { u } ),"for all u , if u is a dodecagon and u is left of some cube , then u is large",0,0,0,0,0,0,0,0,0
3403,( \forall u ) ( ( u \in dodec ) \supset ( \exists y ) ( ( \sameSize { u } { y } ) \& ( y \in cube ) ) ),"for all dodecagons u , there is an element y such that u is the same size as y and y is a cube",0,0,0,0,0,0,0,0,0
3404,( \forall x ) ( ( x \in tetrahedron ) \supset ( \forall v ) ( ( v \in dodec ) \supset \frontOf { x } { v } ) ),every tetahedron is in front of every dodecagon,0,0,0,0,0,0,0,0,0
3405,\sim ( ( \exists x ) ( ( x \in tetrahedron ) \& ( ( \exists z ) ( ( z \in cube ) \& ( \sameSize { x } { z } ) ) ) ) ),it is not the case that some tetahedron is the same size as some cube,0,0,0,0,0,0,0,0,0
3406,( \forall x ) ( ( \forall y ) ( ( x \in dodec ) \supset ( \exists y ) ( ( y \in tetrahedron ) \& ( \smaller { x } { y } ) ) ) ),"for all x , for all y , if x is a dodecagon , then x is smaller than some tetahedron",0,0,0,0,0,0,0,0,0
3407,( \forall x ) ( ( ( x \in dodec ) \supset ( \exists y ) ( \leftOf { x } { y } ) ) \vee ( \small { x } ) ),"for all x , at least one of these holds : \item if x is a dodecagon , then there is an element y such that x is left of y \item x is small",0,0,0,0,0,0,0,0,0
3408,( \forall x ) ( ( ( x \in dodec ) \& ( ( \forall y ) ( \sim ( \leftOf { x } { y } ) ) ) ) \supset ( \exists y ) ( \leftOf { y } { x } ) ),"for all x , if x is a dodecagon and for all y , x is not left of y , then there is an element y such that y is left of x",0,0,0,0,0,0,0,0,0
3409,( \forall x ) ( ( ( x \in dodec ) \& ( \sim ( ( \exists y ) ( \leftOf { y } { x } ) ) ) ) \supset ( \exists y ) ( \rightOf { y } { x } ) ),"for all x , if x is a dodecagon and it is not the case that there is an element y such that y is left of x , then there is an element y such that y is right of x",0,0,0,0,0,0,0,0,0
3410,( \forall y ) ( ( \forall z ) ( ( ( y \in tetrahedron ) \& ( z \in dodec ) ) \supset \frontOf { y } { z } ) ),"for all y , for all z , if y is a tetahedron and z is a dodecagon , then y is in front of z",0,0,0,0,0,0,0,0,0
3411,( \forall w ) ( ( ( w \in dodec ) \& ( ( \forall y ) ( \sim ( \rightOf { y } { w } ) ) ) ) \supset \small { w } ),"for all w , if w is a dodecagon and for all y , y is not right of w , then w is small",0,0,0,0,0,0,0,0,0
3412,( \forall x ) ( ( ( x \in dodec ) \& ( ( \forall y ) ( \sim ( \rightOf { y } { x } ) ) ) ) \supset ( \exists w ) ( \leftOf { w } { x } ) ),"for all x , if x is a dodecagon and for all y , y is not right of x , then there is an element w such that w is left of x",0,0,0,0,0,0,0,0,0
3413,( \forall x ) ( ( ( \forall y ) ( ( x \in dodec ) \& ( \sim ( \rightOf { y } { x } ) ) ) ) \supset ( \exists z ) ( ( x \in dodec ) \& ( \leftOf { z } { x } ) ) ),"for all x , if for all y , x is a dodecagon and y is not right of x , then there is an element z such that x is a dodecagon and z is left of x",0,0,0,0,0,0,0,0,0
3414,( \forall x ) ( ( ( x \in dodec ) \& ( ( \exists z ) ( ( \leftOf { x } { z } ) \& ( z \in cube ) ) ) ) \supset \large { x } ),"for all x , if x is a dodecagon and there is an element z such that x is left of z and z is a cube , then x is large",0,0,0,0,0,0,0,0,0
3415,( \forall x ) ( ( x \in cube ) \supset ( \forall y ) ( ( ( y \in dodec ) \& ( \leftOf { y } { x } ) ) \supset \large { y } ) ),"for all cubes x , for all y , if y is a dodecagon and y is left of x , then y is large",0,0,0,0,0,0,0,0,0
3416,( \forall x ) ( ( x \in dodec ) \supset ( \sim ( ( \exists y ) ( \rightOf { x } { y } ) ) ) \supset ( \exists z ) ( \leftOf { x } { z } ) ),"for all dodecagons x , if it is not the case that there is an element y such that x is right of y , then there is an element z such that x is left of z",0,0,0,0,0,0,0,0,0
3417,( \forall x ) ( ( \forall z ) ( ( ( x \in tetrahedron ) \& ( z \in cube ) ) \supset \sim ( \sameSize { x } { z } ) ) ),"for all x , for all z , if x is a tetahedron and z is a cube , then x is not the same size as z",0,0,0,0,0,0,0,0,0
3418,( \forall y ) ( ( \forall x ) ( ( ( y \in dodec ) \& ( x \in tetrahedron ) ) \supset \frontOf { x } { y } ) ),"for all y , for all x , if y is a dodecagon and x is a tetahedron , then x is in front of y",0,0,0,0,0,0,0,0,0
3419,( \forall x ) ( ( ( x \in dodec ) \& ( ( \forall y ) ( \sim ( \rightOf { y } { x } ) ) ) ) \supset ( x \in dodec ) \& ( ( \exists z ) ( \leftOf { z } { x } ) ) ),"for all x , if x is a dodecagon and for all y , y is not right of x , then x is a dodecagon and there is an element z such that z is left of x",0,0,0,0,0,0,0,0,0
3420,( \forall x ) ( ( x \in tetrahedron ) \supset ( \forall y ) ( ( \sameSize { x } { y } ) \supset \sim ( y \in cube ) ) ),"for all tetahedrons x , for all y , if x is the same size as y , then y is not a cube",0,0,0,0,0,0,0,0,0
3421,( \forall x ) ( ( \forall y ) ( ( x \in tetrahedron ) \supset ( \sameSize { x } { y } ) \supset \sim ( y \in cube ) ) ),"for all x , for all y , if x is a tetahedron , then if x is the same size as y , then y is not a cube",0,0,0,0,0,0,0,0,0
3422,( \forall x ) ( ( \forall y ) ( ( \sameSize { x } { y } ) \supset ( \sim ( x \in tetrahedron ) ) \vee ( \sim ( y \in cube ) ) ) ),"for all x , for all y , if x is the same size as y , then x is not a tetahedron or y is not a cube",0,0,0,0,0,0,0,0,0
3423,( \forall x ) ( \sim ( ( \exists y ) ( ( ( x \in cube ) \& ( \backOf { y } { x } ) ) \& ( \sim ( \small { x } ) ) ) ) ),"for all x , it is not the case that there is an element y such that x is a cube , y is in back of x and x is not small",0,0,0,0,0,0,0,0,0
3424,( \forall x ) ( \sim ( ( \exists y ) ( ( ( ( x \in dodec ) \& ( y \in cube ) ) \& ( \leftOf { x } { y } ) ) \& ( \sim ( \large { x } ) ) ) ) ),"for all x , it is not the case that there is an element y such that x is a dodecagon , y is a cube , x is left of y and x is not large",0,0,0,0,0,0,0,0,0
3425,( \forall x ) ( ( x \in dodec ) \supset ( \forall y ) ( ( ( \leftOf { x } { y } ) \& ( y \in cube ) ) \supset \large { x } ) ),"for all dodecagons x , for all y , if x is left of y and y is a cube , then x is large",0,0,0,0,0,0,0,0,0
3426,( \forall x ) ( ( \forall y ) ( ( ( ( y \in dodec ) \& ( x \in cube ) ) \& ( \leftOf { y } { x } ) ) \supset \large { y } ) ),"for all x , for all y , if y is a dodecagon , x is a cube and y is left of x , then y is large",0,0,0,0,0,0,0,0,0
3427,( \forall x ) ( ( x \in dodec ) \supset ( \sim ( ( \exists y ) ( \rightOf { y } { x } ) ) ) \supset ( \exists y ) ( \leftOf { y } { x } ) ),"for all dodecagons x , if it is not the case that there is an element y such that y is right of x , then there is an element y such that y is left of x",0,0,0,0,0,0,0,0,0
3428,( \forall x ) ( ( ( \exists y ) ( ( x \in cube ) \& ( \frontOf { x } { y } ) ) ) \supset \small { x } ),"for all x , if there is an element y such that x is a cube and x is in front of y , then x is small",0,0,0,0,0,0,0,0,0
3429,( \forall y ) ( ( y \in dodec ) \supset \sim ( ( \exists u ) ( \backOf { u } { y } ) ) ),"for all dodecagons y , it is not the case that there is an element u such that u is in back of y",0,0,0,0,0,0,0,0,0
3430,( \forall u ) ( ( u \in tetrahedron ) \supset \sim ( ( \exists z ) ( ( z \in cube ) \& ( \sameSize { u } { z } ) ) ) ),"for all tetahedrons u , it is not the case that u is the same size as some cube",0,0,0,0,0,0,0,0,0
3431,( \forall u ) ( ( ( u \in cube ) \& ( ( \exists v ) ( \backOf { v } { u } ) ) ) \supset \small { u } ),"for all u , if u is a cube and there is an element v such that v is in back of u , then u is small",0,0,0,0,0,0,0,0,0
3432,( \forall w ) ( ( ( w \in dodec ) \& ( \sim ( ( \exists u ) ( \rightOf { u } { w } ) ) ) ) \supset \small { w } ),"for all w , if w is a dodecagon and it is not the case that there is an element u such that u is right of w , then w is small",0,0,0,0,0,0,0,0,0
3433,( \forall x ) ( ( ( x \in dodec ) \& ( \sim ( ( \exists v ) ( \rightOf { v } { x } ) ) ) ) \supset ( \exists w ) ( \leftOf { w } { x } ) ),"for all x , if x is a dodecagon and it is not the case that there is an element v such that v is right of x , then there is an element w such that w is left of x",0,0,0,0,0,0,0,0,0
3434,( \forall z ) ( ( ( z \in dodec ) \& ( ( \exists y ) ( ( y \in cube ) \& ( \leftOf { z } { y } ) ) ) ) \supset \large { z } ),"for all z , if z is a dodecagon and z is left of some cube , then z is large",0,0,0,0,0,0,0,0,0
3435,( \forall x ) ( ( x \in tetrahedron ) \supset ( \forall y ) ( \sim ( ( y \in cube ) \& ( \sameSize { y } { x } ) ) ) ),"for all tetahedrons x , for all y , it is not the case that y is a cube and y is the same size as x",0,0,0,0,0,0,0,0,0
3436,( \forall x ) ( ( ( x \in dodec ) \& ( ( \exists z ) ( ( z \in cube ) \& ( \leftOf { x } { z } ) ) ) ) \supset \large { x } ),"for all x , if x is a dodecagon and x is left of some cube , then x is large",0,0,0,0,0,0,0,0,0
3437,( \forall y ) ( ( \forall x ) ( ( \backOf { y } { x } ) \supset \sim ( x \in dodec ) ) ),"for all y , for all x , if y is in back of x , then x is not a dodecagon",0,0,0,0,0,0,0,0,0
3438,( \forall z ) ( ( z \in dodec ) \supset \sim ( ( \exists y ) ( \backOf { y } { z } ) ) ),"for all dodecagons z , it is not the case that there is an element y such that y is in back of z",0,0,0,0,0,0,0,0,0
3439,( \forall x ) ( ( x \in dodec ) \supset ( \exists z ) ( ( \sameSize { x } { z } ) \& ( z \in cube ) ) ),"for all dodecagons x , there is an element z such that x is the same size as z and z is a cube",0,0,0,0,0,0,0,0,0
3440,( \forall y ) ( ( y \in tetrahedron ) \supset ( \forall x ) ( ( x \in cube ) \supset \sim ( \sameSize { x } { y } ) ) ),"for all tetahedrons y , for all cubes x , x is not the same size as y",0,0,0,0,0,0,0,0,0
3441,( \forall y ) ( ( ( y \in cube ) \& ( ( \exists z ) ( \backOf { z } { y } ) ) ) \supset \small { y } ),"for all y , if y is a cube and there is an element z such that z is in back of y , then y is small",0,0,0,0,0,0,0,0,0
3442,( \forall y ) ( ( ( y \in dodec ) \& ( ( \forall z ) ( \sim ( \rightOf { z } { y } ) ) ) ) \supset \small { y } ),"for all y , if y is a dodecagon and for all z , z is not right of y , then y is small",0,0,0,0,0,0,0,0,0
3443,( \forall y ) ( ( ( y \in dodec ) \& ( ( \forall z ) ( \sim ( \rightOf { z } { y } ) ) ) ) \supset ( \exists x ) ( \leftOf { x } { y } ) ),"for all y , if y is a dodecagon and for all z , z is not right of y , then there is an element x such that x is left of y",0,0,0,0,0,0,0,0,0
3444,( \forall x ) ( ( x \in dodec ) \supset ( \exists z ) ( ( z \in cube ) \& ( \sameSize { z } { x } ) ) ),some cube is the same size as every dodecagon,0,0,0,0,0,0,0,0,0
3445,( \forall x ) ( ( \exists z ) ( ( x \in dodec ) \supset ( \sameSize { x } { z } ) \& ( z \in cube ) ) ),"for all x , there is an element z such that if x is a dodecagon , then x is the same size as z and z is a cube",0,0,0,0,0,0,0,0,0
3446,( \forall x ) ( ( ( x \in dodec ) \& ( \sim ( ( \exists z ) ( \rightOf { z } { x } ) ) ) ) \supset \small { x } ),"for all x , if x is a dodecagon and it is not the case that there is an element z such that z is right of x , then x is small",0,0,0,0,0,0,0,0,0
3447,( \forall x ) ( ( ( x \in dodec ) \& ( \sim ( ( \exists z ) ( \rightOf { z } { x } ) ) ) ) \supset ( \exists v ) ( \leftOf { v } { x } ) ),"for all x , if x is a dodecagon and it is not the case that there is an element z such that z is right of x , then there is an element v such that v is left of x",0,0,0,0,0,0,0,0,0
3448,( \forall x ) ( ( x \in dodec ) \supset ( \exists u ) ( ( u \in cube ) \& ( \sameSize { x } { u } ) ) ),every dodecagon is the same size as some cube,0,0,0,0,0,0,0,0,0
3449,( \forall x ) ( ( x \in dodec ) \supset ( ( \forall y ) ( \sim ( \leftOf { x } { y } ) ) ) \supset \small { x } ),"for all dodecagons x , if for all y , x is not left of y , then x is small",0,0,0,0,0,0,0,0,0
3450,( \forall x ) ( ( x \in dodec ) \supset ( ( \forall y ) ( \sim ( \leftOf { x } { y } ) ) ) \supset ( \exists z ) ( \rightOf { x } { z } ) ),"for all dodecagons x , if for all y , x is not left of y , then there is an element z such that x is right of z",0,0,0,0,0,0,0,0,0
3451,( \forall x ) ( ( \sim ( x \in dodec ) ) \vee ( ( \forall y ) ( \sim ( \backOf { y } { x } ) ) ) ),"for all x , x is not a dodecagon or for all y , y is not in back of x",0,0,0,0,0,0,0,0,0
3452,( \forall x ) ( \sim ( ( x \in tetrahedron ) \& ( ( \exists y ) ( ( \sameSize { x } { y } ) \& ( y \in cube ) ) ) ) ),"for all x , it is not the case that x is a tetahedron and there is an element y such that x is the same size as y and y is a cube",0,0,0,0,0,0,0,0,0
3453,( \forall x ) ( ( \exists y ) ( ( ( x \in dodec ) \& ( \sim ( \rightOf { y } { x } ) ) ) \supset ( \exists y ) ( \leftOf { y } { x } ) ) ),"for all x , there is an element y such that if x is a dodecagon and y is not right of x , then there is an element y such that y is left of x",0,0,0,0,0,0,0,0,0
3454,( \forall x ) ( ( \exists y ) ( ( ( x \in dodec ) \& ( ( \exists y ) ( ( y \in cube ) \& ( \leftOf { x } { y } ) ) ) ) \supset \large { x } ) ),"for all x , there is an element y such that if x is a dodecagon and x is left of some cube , then x is large",0,0,0,0,0,0,0,0,0
3455,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( \exists y ) ( \backOf { y } { x } ) ) \supset \small { x } ) ),"for all x , there is an element y such that if x is a cube , then if there is an element y such that y is in back of x , then x is small",0,0,0,0,0,0,0,0,0
3456,( \forall x ) ( ( ( x \in dodec ) \supset \sim ( ( \exists y ) ( \rightOf { y } { x } ) ) ) \supset ( x \in dodec ) \supset \small { x } ),"for all x , if if x is a dodecagon , then it is not the case that there is an element y such that y is right of x , then if x is a dodecagon , then x is small",0,0,0,0,0,0,0,0,0
3457,( \forall x ) ( ( ( x \in dodec ) \supset \sim ( ( \exists y ) ( \rightOf { y } { x } ) ) ) \supset ( x \in dodec ) \supset ( \exists z ) ( \leftOf { z } { x } ) ),"for all x , if if x is a dodecagon , then it is not the case that there is an element y such that y is right of x , then if x is a dodecagon , then there is an element z such that z is left of x",0,0,0,0,0,0,0,0,0
3458,( \forall x ) ( ( ( x \in dodec ) \& ( \sim ( ( \exists y ) ( \rightOf { y } { x } ) ) ) ) \supset ( x \in dodec ) \supset \small { x } ),"for all x , if x is a dodecagon and it is not the case that there is an element y such that y is right of x , then if x is a dodecagon , then x is small",0,0,0,0,0,0,0,0,0
3459,( \forall x ) ( ( \forall y ) ( ( y \in dodec ) \supset ( x \in tetrahedron ) \supset \frontOf { x } { y } ) ),"for all x , for all dodecagons y , if x is a tetahedron , then x is in front of y",0,0,0,0,0,0,0,0,0
